2008;2013;2014;2015;2016;2017;2018;2019;2020;2021
0;0;0;0;28;14;24;37;53;36
1;0;1;1;6;17;24;45;42;44
0;1;0;2;3;38;35;53;44;37
0;0;1;4;8;27;28;43;50;53
0;0;0;1;4;23;27;48;52;38
0;0;0;2;7;29;28;46;41;83
0;0;0;2;9;34;27;59;43;88
0;1;0;0;11;38;34;44;47;61
0;1;0;1;19;32;43;37;53;65
0;2;0;4;19;29;45;65;51;0
0;0;2;2;18;30;36;68;51;0
0;0;1;7;44;38;61;47;68;0
